Product_name,DP,MRP,Ratings,Num_ratings,Num_reviews,Five_star,Four_star,Three_star,Two_star,One_star,Camera_ratings,Battery_ratings,Display_ratings,Value_for_money_ratings,Performance_ratings,Category_of_overall,Ratings_of_overall,Title_of_overall,Content_of_overall,Customer_of_overall,Region_of_overall,Days_of_overall,Good_of_overall,Bad_of_overall,Category_of_camera,Ratings_of_camera,Title_of_camera,Content_of_camera,Customer_of_camera,Region_of_camera,Days_of_camera,Good_of_camera,Bad_of_camera,Category_of_battery,Ratings_of_battery,Title_of_battery,Content_of_battery,Customer_of_battery,Region_of_battery,Days_of_battery,Good_of_battery,Bad_of_battery,Category_of_display,Ratings_of_display,Title_of_display,Content_of_display,Customer_of_display,Region_of_display,Days_of_display,Good_of_display,Bad_of_display,Category_of_vfm,Ratings_of_vfm,Title_of_vfm,Content_of_vfm,Customer_of_vfm,Region_of_vfm,Days_of_vfm,Good_of_vfm,Bad_of_vfm,Category_of_performance,Ratings_of_performance,Title_of_performance,Content_of_performance,Customer_of_performance,Region_of_performance,Days_of_performance,Good_of_performance,Bad_of_performance
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
