Rank,Product_name,Ratings,Num_ratings,Num_reviews,DP,MRP,Remarks,Link
10,"Vivo Z1Pro (Sonic Black, 64 GB)",4.5,87165,9756,14990,15990,,https://www.flipkart.com/vivo-z1pro-sonic-black-64-gb/p/itmfghyebfrvjzfs?pid=MOBFHHT56NTTZKZ5&srno=b_1_10&otracker=browse&lid=LSTMOBFHHT56NTTZKZ5PWUNSS&fm=organic&iid=9b5ba1a2-18f3-4c65-9927-9521272c8366.MOBFHHT56NTTZKZ5.SEARCH&ssid=x02pm1kd1c0000001566802343631
11,"Vivo Z1Pro (Sonic Blue, 64 GB)",4.5,32718,3759,16990,17990,,https://www.flipkart.com/vivo-z1pro-sonic-blue-64-gb/p/itmfghyebfrvjzfs?pid=MOBFHHT5ZETVHC4H&srno=b_1_11&otracker=browse&lid=LSTMOBFHHT5ZETVHC4H1MJSRL&fm=organic&iid=17685532-3399-4ae9-9b65-1ab4c8ba46bd.MOBFHHT5ZETVHC4H.SEARCH&ssid=x02pm1kd1c0000001566802343631
12,"Redmi Note 7S (Sapphire Blue, 64 GB)",4.4,62980,5154,11999,13999,,https://www.flipkart.com/redmi-note-7s-sapphire-blue-64-gb/p/itmfh75f4rhcjdfk?pid=MOBFGGJ8CKGVHHZU&srno=b_1_12&otracker=browse&lid=LSTMOBFGGJ8CKGVHHZULJU9WG&fm=organic&iid=ecc4ac5a-6636-4836-8213-4d5cd65c73ae.MOBFGGJ8CKGVHHZU.SEARCH&ssid=x02pm1kd1c0000001566802343631
13,"Redmi Note 7 Pro (Space Black, 64 GB)",4.5,116415,10293,14999,16999,,https://www.flipkart.com/redmi-note-7-pro-space-black-64-gb/p/itmfhvuexbzu6fjd?pid=MOBFHUQ4ZPZX89G6&srno=b_1_13&otracker=browse&lid=LSTMOBFHUQ4ZPZX89G6HJKRJW&fm=organic&iid=b2cae7b0-e642-4204-b3de-782ea2e4d8d0.MOBFHUQ4ZPZX89G6.SEARCH&ssid=x02pm1kd1c0000001566802343631
14,"Redmi Note 7 Pro (Neptune Blue, 64 GB)",4.5,116415,10293,14999,16999,,https://www.flipkart.com/redmi-note-7-pro-neptune-blue-64-gb/p/itmfhvueapyyqn2d?pid=MOBFHUQ4WFPBGHPK&srno=b_1_14&otracker=browse&lid=LSTMOBFHUQ4WFPBGHPKQUVYEF&fm=organic&iid=d982f536-aac6-491e-a6a1-df08eb4953b0.MOBFHUQ4WFPBGHPK.SEARCH&ssid=x02pm1kd1c0000001566802343631
15,"Redmi Note 7S (Onyx Black, 64 GB)",4.4,62980,5154,11999,13999,,https://www.flipkart.com/redmi-note-7s-onyx-black-64-gb/p/itmfh75fh2ggjgag?pid=MOBFGGJ8AUXSTH6D&srno=b_1_15&otracker=browse&lid=LSTMOBFGGJ8AUXSTH6D2LMGNY&fm=organic&iid=7135ab3c-f448-43b7-b43e-d50193577a3a.MOBFGGJ8AUXSTH6D.SEARCH&ssid=x02pm1kd1c0000001566802343631
16,"Redmi 7A (Matte Gold, 32 GB)",4.4,65978,4644,6199,6999,,https://www.flipkart.com/redmi-7a-matte-gold-32-gb/p/itmfhz4cfwesj6qh?pid=MOBFHZ4BYCMVJHVU&srno=b_1_16&otracker=browse&lid=LSTMOBFHZ4BYCMVJHVUFCFNDF&fm=organic&iid=b6015c25-e907-44e9-b51b-3e4d227e048d.MOBFHZ4BYCMVJHVU.SEARCH&ssid=x02pm1kd1c0000001566802343631
17,"Vivo Z1Pro (Sonic Blue, 128 GB)",4.5,32718,3759,17990,20990,,https://www.flipkart.com/vivo-z1pro-sonic-blue-128-gb/p/itmfghyebfrvjzfs?pid=MOBFHHT5ADHZQAJH&srno=b_1_17&otracker=browse&lid=LSTMOBFHHT5ADHZQAJH5ZTNQM&fm=organic&iid=a18bb50a-9816-475c-927d-57c756b1d9ad.MOBFHHT5ADHZQAJH.SEARCH&ssid=x02pm1kd1c0000001566802343631
18,"Vivo Z1Pro (Sonic Blue, 64 GB)",4.5,87165,9756,14990,15990,,https://www.flipkart.com/vivo-z1pro-sonic-blue-64-gb/p/itmfghyebfrvjzfs?pid=MOBFHHT5NZH8XCGB&srno=b_1_18&otracker=browse&lid=LSTMOBFHHT5NZH8XCGBSRHJKG&fm=organic&iid=2f63476f-f114-4ef6-ba18-f469166695b6.MOBFHHT5NZH8XCGB.SEARCH&ssid=x02pm1kd1c0000001566802343631
19,"Redmi Note 7S (Sapphire Blue, 32 GB)",4.4,131461,12338,9999,11999,,https://www.flipkart.com/redmi-note-7s-sapphire-blue-32-gb/p/itmfgpbacwygthha?pid=MOBFGGJ8Z7ZQVHSZ&srno=b_1_19&otracker=browse&lid=LSTMOBFGGJ8Z7ZQVHSZQRRF6R&fm=organic&iid=9a32f46b-d8bf-41be-bfb9-f1274a34a538.MOBFGGJ8Z7ZQVHSZ.SEARCH&ssid=x02pm1kd1c0000001566802343631
20,"Redmi Note 7 Pro (Neptune Blue, 64 GB)",4.5,379925,35780,13999,15999,,https://www.flipkart.com/redmi-note-7-pro-neptune-blue-64-gb/p/itmfegkx8nbcze6t?pid=MOBFDXZ376XRTZXH&srno=b_1_20&otracker=browse&lid=LSTMOBFDXZ376XRTZXHWRK63O&fm=organic&iid=e4537ed8-a0b1-4359-b10e-e0d1baf327ce.MOBFDXZ376XRTZXH.SEARCH&ssid=x02pm1kd1c0000001566802343631
21,"Redmi Note 7S (Onyx Black, 32 GB)",4.4,131461,12338,9999,11999,,https://www.flipkart.com/redmi-note-7s-onyx-black-32-gb/p/itmfgpbaq3wyvgwq?pid=MOBFGGJ8VUGCYUTU&srno=b_1_21&otracker=browse&lid=LSTMOBFGGJ8VUGCYUTU7PSQH5&fm=organic&iid=b72cd0e9-b8a2-4f80-a89e-b961e21da5ad.MOBFGGJ8VUGCYUTU.SEARCH&ssid=x02pm1kd1c0000001566802343631
22,"Realme X (Onion, 128 GB)",4.6,16745,2443,19999,20999,,https://www.flipkart.com/realme-x-onion-128-gb/p/itmfgybqzcgbxs26?pid=MOBFGYBQABAFRBYS&srno=b_1_22&otracker=browse&lid=LSTMOBFGYBQABAFRBYS6CAMA3&fm=organic&iid=92f7a1a0-2876-4f87-9d19-44c0b8eb3061.MOBFGYBQABAFRBYS.SEARCH&ssid=x02pm1kd1c0000001566802343631
23,"Redmi Note 7 Pro (Space Black, 64 GB)",4.5,379925,35780,13999,15999,,https://www.flipkart.com/redmi-note-7-pro-space-black-64-gb/p/itmfegkx2gufuzhp?pid=MOBFDXZ36Y4DJBGM&srno=b_1_23&otracker=browse&lid=LSTMOBFDXZ36Y4DJBGMQF27GZ&fm=organic&iid=3945beac-56de-41de-a3f6-c7ac1833ae84.MOBFDXZ36Y4DJBGM.SEARCH&ssid=x02pm1kd1c0000001566802343631
24,"Infinix S4 (Twilight Purple, 64 GB)",4.2,2835,430,8999,10999,,https://www.flipkart.com/infinix-s4-twilight-purple-64-gb/p/itmfgzqqkgqgttyh?pid=MOBFGZQQFK2HY4MN&srno=b_1_24&otracker=browse&lid=LSTMOBFGZQQFK2HY4MNQPOAJN&fm=organic&iid=4368f6bd-1d93-428c-b9dc-23ff746bd515.MOBFGZQQFK2HY4MN.SEARCH&ssid=x02pm1kd1c0000001566802343631
25,"Realme 3 Pro (Lightning Purple, 128 GB)",4.5,78895,9794,15999,19999,,https://www.flipkart.com/realme-3-pro-lightning-purple-128-gb/p/itmfgzr2jckcttnx?pid=MOBFFMG3ECHHYSPD&srno=b_2_25&otracker=browse&lid=LSTMOBFFMG3ECHHYSPDHTQHZQ&fm=organic&iid=6fe186d9-29d2-48ec-98b5-a93c60f396cd.MOBFFMG3ECHHYSPD.SEARCH&ssid=11i45pj0e80000001566802346345
26,"Realme 3 Pro (Lightning Purple, 64 GB)",4.5,179780,23171,12999,15999,,https://www.flipkart.com/realme-3-pro-lightning-purple-64-gb/p/itmfgzr2jckcttnx?pid=MOBFFMG3H499XJZY&srno=b_2_26&otracker=browse&lid=LSTMOBFFMG3H499XJZYZUF0U4&fm=organic&iid=a4a3d350-3bf4-4fc4-9b8b-9f3ee2a8871d.MOBFFMG3H499XJZY.SEARCH&ssid=11i45pj0e80000001566802346345
27,"Realme 3 Pro (Lightning Purple, 64 GB)",4.5,78895,9794,14999,17999,,https://www.flipkart.com/realme-3-pro-lightning-purple-64-gb/p/itmfgzr2jckcttnx?pid=MOBFFMG3WNFW8MFB&srno=b_2_27&otracker=browse&lid=LSTMOBFFMG3WNFW8MFBHY87CM&fm=organic&iid=702043c4-dec2-48b8-b3c1-80003d8dc92b.MOBFFMG3WNFW8MFB.SEARCH&ssid=11i45pj0e80000001566802346345
28,"Realme 3 Pro (Nitro Blue, 64 GB)",4.5,179780,23171,12999,15999,,https://www.flipkart.com/realme-3-pro-nitro-blue-64-gb/p/itmfgzr2jckcttnx?pid=MOBFFMG3QQMGHYMH&srno=b_2_28&otracker=browse&lid=LSTMOBFFMG3QQMGHYMHRUCLOC&fm=organic&iid=53d11103-843a-4795-b1ee-25d4107ace1e.MOBFFMG3QQMGHYMH.SEARCH&ssid=11i45pj0e80000001566802346345
29,"Realme 3 Pro (Nitro Blue, 64 GB)",4.5,78895,9794,14999,17999,,https://www.flipkart.com/realme-3-pro-nitro-blue-64-gb/p/itmfgzr2jckcttnx?pid=MOBFFMG3VTJMVWVR&srno=b_2_29&otracker=browse&lid=LSTMOBFFMG3VTJMVWVRFVTUKR&fm=organic&iid=5fcbcbfc-ad6a-4d16-a4c0-5960344ffd41.MOBFFMG3VTJMVWVR.SEARCH&ssid=11i45pj0e80000001566802346345
30,"Redmi 6 (Black, 64 GB)",4.4,488057,36811,6999,10499,,https://www.flipkart.com/redmi-6-black-64-gb/p/itmfa94eqhsxwhyn?pid=MOBFA2NXDQFTXNHJ&srno=b_2_30&otracker=browse&lid=LSTMOBFA2NXDQFTXNHJCYZ13S&fm=organic&iid=c7415793-c366-4720-b137-e57ade586fb9.MOBFA2NXDQFTXNHJ.SEARCH&ssid=11i45pj0e80000001566802346345
31,"Redmi Go (Black, 8 GB)",4.3,109388,9087,4499,5999,,https://www.flipkart.com/redmi-go-black-8-gb/p/itmfeauu7ys4tkhb?pid=MOBFDZQHCJFYXZHX&srno=b_2_31&otracker=browse&lid=LSTMOBFDZQHCJFYXZHXOMENTR&fm=organic&iid=8bd32e85-0bc6-4038-98d3-e5311120826a.MOBFDZQHCJFYXZHX.SEARCH&ssid=11i45pj0e80000001566802346345
32,"Honor 8C (Black, 64 GB)",4.3,13772,1218,9999,14999,,https://www.flipkart.com/honor-8c-black-64-gb/p/itmfc8c4fsekrpdp?pid=MOBFC8C8FXXNHZ7C&srno=b_2_32&otracker=browse&lid=LSTMOBFC8C8FXXNHZ7CZYQGKP&fm=organic&iid=1f862bd2-cb8e-4313-9fe6-73f6bbc5f547.MOBFC8C8FXXNHZ7C.SEARCH&ssid=11i45pj0e80000001566802346345
33,"Honor 8C (Blue, 64 GB)",4.3,13772,1218,9999,14999,,https://www.flipkart.com/honor-8c-blue-64-gb/p/itmfc8c4fsekrpdp?pid=MOBFC7Z594HP6HZN&srno=b_2_33&otracker=browse&lid=LSTMOBFC7Z594HP6HZNTTGJNW&fm=organic&iid=cd7d25de-d6d5-4dc9-802c-236d123793e0.MOBFC7Z594HP6HZN.SEARCH&ssid=11i45pj0e80000001566802346345
34,"Redmi Go (Blue, 16 GB)",4.3,109388,9087,4799,5999,,https://www.flipkart.com/redmi-go-blue-16-gb/p/itmfgqsaszhhyyy6?pid=MOBFGQSAQYYGFNSB&srno=b_2_34&otracker=browse&lid=LSTMOBFGQSAQYYGFNSBV2PHLI&fm=organic&iid=d8644158-151c-46de-b111-66726f986310.MOBFGQSAQYYGFNSB.SEARCH&ssid=11i45pj0e80000001566802346345
35,"Infinix Hot 7 (Midnight Black, 64 GB)",4.2,10510,1476,7999,9999,,https://www.flipkart.com/infinix-hot-7-midnight-black-64-gb/p/itmfhvqduy3nrcuu?pid=MOBFHVQDJABWUVCV&srno=b_2_35&otracker=browse&lid=LSTMOBFHVQDJABWUVCVLRYA3F&fm=organic&iid=4bc358db-d117-4602-8997-93c937292e46.MOBFHVQDJABWUVCV.SEARCH&ssid=11i45pj0e80000001566802346345
36,"Realme 3 (Radiant Blue, 64 GB)",4.5,295144,30092,9999,11999,,https://www.flipkart.com/realme-3-radiant-blue-64-gb/p/itmfe68wrbfnzqwz?pid=MOBFFVFD84FXJTXH&srno=b_2_36&otracker=browse&lid=LSTMOBFFVFD84FXJTXHFZNGKZ&fm=organic&iid=d2ae8206-f3da-4bdc-81bd-f3216f95f586.MOBFFVFD84FXJTXH.SEARCH&ssid=11i45pj0e80000001566802346345
37,"Realme 3 (Dynamic Black, 64 GB)",4.4,126911,12700,10999,12999,,https://www.flipkart.com/realme-3-dynamic-black-64-gb/p/itmfe68wrbfnzqwz?pid=MOBFE68WEPGFF2TV&srno=b_2_37&otracker=browse&lid=LSTMOBFE68WEPGFF2TVXO4GNH&fm=organic&iid=beab3030-ea3f-4616-8340-9ccd5f2568e7.MOBFE68WEPGFF2TV.SEARCH&ssid=11i45pj0e80000001566802346345
38,"Realme 3 (Diamond Red, 32 GB)",4.5,295144,30092,8999,10999,,https://www.flipkart.com/realme-3-diamond-red-32-gb/p/itmfe68wrbfnzqwz?pid=MOBFGQQYMZEZTRBS&srno=b_2_38&otracker=browse&lid=LSTMOBFGQQYMZEZTRBSBCOMU7&fm=organic&iid=217e1b7b-3e9a-4a3e-9d8b-e2709fedca9c.MOBFGQQYMZEZTRBS.SEARCH&ssid=11i45pj0e80000001566802346345
39,"Realme 3 (Radiant Blue, 64 GB)",4.4,126911,12700,10999,12999,,https://www.flipkart.com/realme-3-radiant-blue-64-gb/p/itmfe68wrbfnzqwz?pid=MOBFE68WMCYD5SRT&srno=b_2_39&otracker=browse&lid=LSTMOBFE68WMCYD5SRTCRBDHW&fm=organic&iid=a04af9cc-bf37-433a-bb9c-ca1470fa90a1.MOBFE68WMCYD5SRT.SEARCH&ssid=11i45pj0e80000001566802346345
40,"Realme C2 (Diamond Black, 32 GB)",4.4,272138,26701,6999,7999,,https://www.flipkart.com/realme-c2-diamond-black-32-gb/p/itmfgwba8kmejqpe?pid=MOBFHBZ4MDMCNHNK&srno=b_2_40&otracker=browse&lid=LSTMOBFHBZ4MDMCNHNKLFWSSU&fm=organic&iid=a5cc529b-ed09-48e4-8e1b-26b8cab80dc9.MOBFHBZ4MDMCNHNK.SEARCH&ssid=11i45pj0e80000001566802346345
41,"Realme C2 (Diamond Blue, 32 GB)",4.4,272138,26701,6999,7999,,https://www.flipkart.com/realme-c2-diamond-blue-32-gb/p/itmfgwba8kmejqpe?pid=MOBFHBZ4ZQB3CTZW&srno=b_2_41&otracker=browse&lid=LSTMOBFHBZ4ZQB3CTZWKADJDS&fm=organic&iid=561c708c-0e5a-4250-8f8b-3250de2770c8.MOBFHBZ4ZQB3CTZW.SEARCH&ssid=11i45pj0e80000001566802346345
42,"Realme C2 (Diamond Blue, 32 GB)",4.4,23865,2049,7999,8999,,https://www.flipkart.com/realme-c2-diamond-blue-32-gb/p/itmfgwba8kmejqpe?pid=MOBFFMG3NH25KFVW&srno=b_2_42&otracker=browse&lid=LSTMOBFFMG3NH25KFVW6RN430&fm=organic&iid=6b626e88-88fd-4d1f-9116-8dd810638d59.MOBFFMG3NH25KFVW.SEARCH&ssid=11i45pj0e80000001566802346345
43,"Realme C2 (Diamond Black, 32 GB)",4.4,23865,2049,7999,8999,,https://www.flipkart.com/realme-c2-diamond-black-32-gb/p/itmfgwba8kmejqpe?pid=MOBFFMG35CZCFEFF&srno=b_2_43&otracker=browse&lid=LSTMOBFFMG35CZCFEFFSB3UZP&fm=organic&iid=8e010b4a-71bb-407a-96ca-acef775e53cd.MOBFFMG35CZCFEFF.SEARCH&ssid=11i45pj0e80000001566802346345
44,"OPPO A3s (Red, 16 GB)",4.3,10855,1064,6990,11990,,https://www.flipkart.com/oppo-a3s-red-16-gb/p/itmfcmuvhzthsyzw?pid=MOBF7FNVWXNGRSZK&srno=b_2_44&otracker=browse&lid=LSTMOBF7FNVWXNGRSZKJGSPMB&fm=organic&iid=3454de68-014a-4dce-a688-a76cfa727b66.MOBF7FNVWXNGRSZK.SEARCH&ssid=11i45pj0e80000001566802346345
45,"Honor 8C (Blue, 32 GB)",4.3,13772,1218,7999,12999,,https://www.flipkart.com/honor-8c-blue-32-gb/p/itmfc8c4fsekrpdp?pid=MOBFCYZ9CCKNPH75&srno=b_2_45&otracker=browse&lid=LSTMOBFCYZ9CCKNPH75SACKCK&fm=organic&iid=8748980d-e088-4b06-9f99-5db8c0014d01.MOBFCYZ9CCKNPH75.SEARCH&ssid=11i45pj0e80000001566802346345
46,"Redmi Note 7 Pro (Nebula Red, 64 GB)",4.5,379925,35780,13999,15999,,https://www.flipkart.com/redmi-note-7-pro-nebula-red-64-gb/p/itmferghuf9ky6ru?pid=MOBFDXZ3UJJ7ETTE&srno=b_2_46&otracker=browse&lid=LSTMOBFDXZ3UJJ7ETTE9Q75RN&fm=organic&iid=7eec2030-0792-4cfa-a7c0-eedbfab0bf1b.MOBFDXZ3UJJ7ETTE.SEARCH&ssid=11i45pj0e80000001566802346345
47,"Redmi 7A (Matte Black, 16 GB)",4.4,65978,4644,5999,6499,,https://www.flipkart.com/redmi-7a-matte-black-16-gb/p/itmfhz4cp9dksyha?pid=MOBFHZ4B6X8WPSRK&srno=b_2_47&otracker=browse&lid=LSTMOBFHZ4B6X8WPSRK1HA0JJ&fm=organic&iid=a25d9e61-d489-446f-9724-03c3b1c487ad.MOBFHZ4B6X8WPSRK.SEARCH&ssid=11i45pj0e80000001566802346345
48,"Redmi Y2 (Black, 64 GB)",4.4,17975,1323,9499,11499,,https://www.flipkart.com/redmi-y2-black-64-gb/p/itmfdkcmmfcqjg3k?pid=MOBFAWTAHCUT6DGM&srno=b_2_48&otracker=browse&lid=LSTMOBFAWTAHCUT6DGM9QTPQQ&fm=organic&iid=12cd4aba-1736-42d5-a4bf-7e01a24c8d60.MOBFAWTAHCUT6DGM.SEARCH&ssid=11i45pj0e80000001566802346345
49,"Vivo V15 (Aqua Blue, 64 GB)",4.4,13252,1200,19990,26990,,https://www.flipkart.com/vivo-v15-aqua-blue-64-gb/p/itmfgzghnmpchy6y?pid=MOBFFH45GVCDABHJ&srno=b_3_49&otracker=browse&lid=LSTMOBFFH45GVCDABHJALN7F0&fm=organic&iid=5bf049df-8e93-4069-adfc-e45c2e4bca8c.MOBFFH45GVCDABHJ.SEARCH&ssid=2xs5n95sdc0000001566802349047
50,"Honor 9N (Sapphire Blue, 32 GB)",4.4,212616,21138,7999,13999,,https://www.flipkart.com/honor-9n-sapphire-blue-32-gb/p/itmf9pgsehv6nmss?pid=MOBF6NAR36DUGTAG&srno=b_3_50&otracker=browse&lid=LSTMOBF6NAR36DUGTAGMDQLXY&fm=organic&iid=b213a792-4e3e-4014-a8d1-73cca08fc88c.MOBF6NAR36DUGTAG.SEARCH&ssid=2xs5n95sdc0000001566802349047
51,"Realme 2 Pro (Ice Lake, 64 GB)",4.5,319079,38775,10990,13990,,https://www.flipkart.com/realme-2-pro-ice-lake-64-gb/p/itmf944x6fh8uzjy?pid=MOBF944XFK8NHXMY&srno=b_3_51&otracker=browse&lid=LSTMOBF944XFK8NHXMYCHSEES&fm=organic&iid=ff2b339c-d3a8-4183-b975-ff5c425eb3d2.MOBF944XFK8NHXMY.SEARCH&ssid=2xs5n95sdc0000001566802349047
52,"Infinix Smart 3 Plus (Mocha Brown, 32 GB)",4.2,34384,5000,6999,7999,,https://www.flipkart.com/infinix-smart-3-plus-mocha-brown-32-gb/p/itmffnu4txbsjzem?pid=MOBFGAYY4YXPXYCW&srno=b_3_52&otracker=browse&lid=LSTMOBFGAYY4YXPXYCWSH6OMB&fm=organic&iid=acf6fe46-a5d8-4840-8bdf-a3c9cba35556.MOBFGAYY4YXPXYCW.SEARCH&ssid=2xs5n95sdc0000001566802349047
53,"Honor 9i (Aurora Blue, 64 GB)",4.3,59522,9550,8999,19999,,https://www.flipkart.com/honor-9i-aurora-blue-64-gb/p/itmexnp94kcvdnqw?pid=MOBEXNP92WMQUKHB&srno=b_3_53&otracker=browse&lid=LSTMOBEXNP92WMQUKHBW0KJNU&fm=organic&iid=05f4da4f-60bc-423f-ba42-8be7693140ce.MOBEXNP92WMQUKHB.SEARCH&ssid=2xs5n95sdc0000001566802349047
54,"Redmi 7A (Matte Gold, 16 GB)",4.4,65978,4644,5999,6499,,https://www.flipkart.com/redmi-7a-matte-gold-16-gb/p/itmfhz4cwh6ga73v?pid=MOBFHZ4BB95WRGT4&srno=b_3_54&otracker=browse&lid=LSTMOBFHZ4BB95WRGT4WPKGF6&fm=organic&iid=1d5fda13-ce17-4f49-b9b5-a89416bd11d7.MOBFHZ4BB95WRGT4.SEARCH&ssid=2xs5n95sdc0000001566802349047
55,"Vivo Y15 (Aqua Blue, 64 GB)",4.4,5011,397,13990,15990,,https://www.flipkart.com/vivo-y15-aqua-blue-64-gb/p/itmfgadf77s87w8x?pid=MOBFGQQYZMGHMQZH&srno=b_3_55&otracker=browse&lid=LSTMOBFGQQYZMGHMQZHES4HHJ&fm=organic&iid=f7f46ed4-c02d-424e-9aa7-a732e8580756.MOBFGQQYZMGHMQZH.SEARCH&ssid=2xs5n95sdc0000001566802349047
56,"Redmi Y3 (Prime Black, 32 GB)",4.3,3823,282,9119,11999,,https://www.flipkart.com/redmi-y3-prime-black-32-gb/p/itmfhjdfnedmrgaz?pid=MOBFFWJW9JH4GWWF&srno=b_3_56&otracker=browse&lid=LSTMOBFFWJW9JH4GWWFX5Z2HL&fm=organic&iid=a3e3ace5-d5f0-4c6a-a119-08fbc8da030f.MOBFFWJW9JH4GWWF.SEARCH&ssid=2xs5n95sdc0000001566802349047
57,"Redmi Y3 (Elegant Blue, 64 GB)",4.4,1060,83,12245,13999,,https://www.flipkart.com/redmi-y3-elegant-blue-64-gb/p/itmfhjdfnedmrgaz?pid=MOBFFWJWYHFQSHM6&srno=b_3_57&otracker=browse&lid=LSTMOBFFWJWYHFQSHM6QJOO66&fm=organic&iid=b728b676-6618-46e8-8747-26644accfbf4.MOBFFWJWYHFQSHM6.SEARCH&ssid=2xs5n95sdc0000001566802349047
58,"Vivo Y91 (Starry Black, 32 GB)",4.4,4412,320,9990,10990,,https://www.flipkart.com/vivo-y91-starry-black-32-gb/p/itmfgpgks4fzr5z3?pid=MOBFGPGJZZHDUSN9&srno=b_3_58&otracker=browse&lid=LSTMOBFGPGJZZHDUSN9CIQVQ7&fm=organic&iid=a00013ef-fad0-415a-aa77-8f923eac59c0.MOBFGPGJZZHDUSN9.SEARCH&ssid=2xs5n95sdc0000001566802349047
59,"Samsung Galaxy A10 (Blue, 32 GB)",4.3,8477,719,7990,8700,,https://www.flipkart.com/samsung-galaxy-a10-blue-32-gb/p/itmfen5uvzzwcm5f?pid=MOBFEN5UDNHGSGVX&srno=b_3_59&otracker=browse&lid=LSTMOBFEN5UDNHGSGVXVXXHKO&fm=organic&iid=05be8f70-97cc-471c-a374-00d67856491b.MOBFEN5UDNHGSGVX.SEARCH&ssid=2xs5n95sdc0000001566802349047
