Location,Latitude,Longitude
Pandua,23.078978,88.2476608
Shevgaon,19.3480112,75.1995466
Fatehgarh Cantt,27.3732992,79.6245541
Bhisiana,30.2734029,74.7409326
Renapur,18.5290392,76.5860761
Lateri,24.0622633,77.3912101
Maddur,12.5866131,77.0243994
Pilani,28.3802773,75.5720761
Mailam,12.1237324,79.6099163
Kanina,37.2811053,127.0507571
Bilpahari,23.7191575,87.2279262
Kalambur,37.2811053,127.0507571
Thrikkovilvattom,8.9068711,76.651653
Lakarka,23.7896247,86.2957102
Panch Mahals District,22.6960462,73.3612074
Domchanch,24.4714078,85.6855513
Gandevi,20.8107391,72.9837439
Raghunathpur,23.5317613,86.6280979
Chhatrapur,19.3539019,84.9533694
Nallampatti,11.3401828,77.5312579
Rengali Dam Project Township,37.2811053,127.0507571
Unjha,23.8049694,72.3714976
Sangli District,17.1669801,73.644927
Veraval Rajkot District,22.1547041,70.7902553
Chakdaha,23.0631384,88.4863615
Haringhata,22.9593709,88.5590958
Sholingur,13.1089412,79.3909615
Puthenvelikkara,10.1851846,76.2121789
Bhokardan,20.2516673,75.7527708
Pattikonda,15.3969276,77.4856401
Dibai,28.2066616,78.2396935
Sendhwa,21.6948999,75.0576186
Rangpo,27.1771656,88.5185945
Kurattissery,9.3130752,76.4911764
Vijalpor,20.9373916,72.8929887
Maithon,23.7796745,86.7696487
Allhabad,37.2811053,127.0507571
Kolhapur District,16.5064331,73.6374314
Bharatpur,27.2197363,77.4583548
Thimmapur Karimnagar District,18.9182833,78.6142373
Nathampannai,10.4082095,78.7735064
Moga District,30.7926588,74.8819805
Ambhua,24.5475241,87.8412553
Pazhugal,8.3734691,77.1500244
South Tripura District,23.189617,91.287896
Sarang,37.2811053,127.0507571
Maharajganj,27.1494313,83.5360791
Morigaon,26.2519681,92.3221921
Mahishrekha,22.4808398,88.0006052
Bhabnan Bazar,37.2811053,127.0507571
Kothur,17.1481718,78.2836818
Kabeerdham District,22.1136738,80.6340487
Patur,20.461504,76.9235015
Naya Baradwar,22.0108183,82.802925
Goregaon,19.1527071,72.8436784
Keeripatti,11.5355132,78.4870578
Ratnagiri,16.9939267,73.2555566
Cherthala,9.6684646,76.3059609
Dhanaura,28.9572318,78.2447145
Vadodara,22.3220425,73.0330003
Thumbe,12.8738332,74.9744785
Bagbahara,21.0505378,82.3647807
Nagrota Bagwan,32.1081862,76.3649796
Moothakunnam,10.1876681,76.1713581
District Palwal,28.0557056,77.0581294
Puttaparthi,14.1609165,77.7540844
Purbi Singhbhum District,22.611877,85.9188144
Piplanarayanwar,21.5908632,78.7304305
Timkur,37.2811053,127.0507571
Naduvannur,11.48575,75.7690233
Sri Vishnu Cement Limited Dondapadu,37.2811053,127.0507571
Tuljapur,18.0073641,76.0553319
Valangaiman,10.8899082,79.376006
Draksharamam,16.7894866,82.045518
Begusarai District,25.5112444,85.566941
Koch Bihar District,26.2554501,88.7448353
Gaziabad,28.699581,77.254943
Dahod Gidc Phase 2,37.2811053,127.0507571
Khutar,28.2041154,80.2602857
Naldurg,17.8167264,76.2661885
Pappinisseri,11.9432699,75.3291457
Koratla,18.8239263,78.6929225
Jintur,19.6105619,76.6687689
Jyotiba Phule Nagar District,28.7530761,78.0671946
Dhone,15.4003106,77.8631164
Chamarajanagar District,11.9522596,76.5299268
Gangaikondan,8.8585227,77.7759799
Kalinagar,28.6130288,80.0617803
Kannur,11.8666438,75.3523533
Vizag,17.7384734,82.9823971
Bargachhia Haora District,22.6639175,88.1306398
Pindrai,22.5173668,80.0329104
Ahmedgarh,30.6786337,75.8096927
Pithampur Industrial Hub,37.2811053,127.0507571
Paschim Bardhaman,37.2811053,127.0507571
Trishundi Industrial Area,37.2811053,127.0507571
Dina Nagar,32.1324853,75.4505502
Pudupattinam,12.5025944,80.1373887
Koderama,37.2811053,127.0507571
Mamda,37.2811053,127.0507571
Mahasamund District,21.1973409,82.0837524
Riico Industrial Area Neemrana,27.9854076,76.3805481
Pentapadu,16.7810607,81.5162854
Dakshina Kannada District,12.8172419,74.6626376
Saharsa6,37.2811053,127.0507571
Sirsa District,29.6055225,74.3424616
Pandharkaoda,20.0215429,78.5347556
Annamalai Nagar,11.3902161,79.6995588
Ukai,37.2811053,127.0507571
Biloli,18.7774235,77.711047
Panniyannur,11.7270642,75.5495329
Sikka,22.428469,69.8107546
Farah,37.2811053,127.0507571
Byrnihat,26.049638,91.8584262
Thekkumkara,10.277103,76.1967923
Bhadravati,13.8429598,75.6704947
Phalodi,27.1239989,72.3278263
Karungal,8.2361628,77.2341226
Bijuri,23.2550826,82.0860237
Kozhenchery,9.3338962,76.688794
Swaroopganj,24.6549805,72.9092529
Mysuru,12.3106368,76.5656493
Manwath,19.3044035,76.478519
Murshidabad District,24.2874422,87.7199405
Tikari,37.2811053,127.0507571
Sardhana,29.142459,77.5955195
Harda District,22.2410947,76.5861739
Bhagta Bhai Ka,30.4774131,75.0733993
Cochin,9.9823428,76.1608472
Karanja,37.2811053,127.0507571
Pilibhit,28.6275585,79.7744912
Chandur Chandrapur District,19.7349416,79.1315554
Theni,10.0135214,77.4450509
Papanasam,37.2811053,127.0507571
Bagh,37.2811053,127.0507571
Dibrugarh District,27.3964746,94.4653775
Mudkhed,19.1474777,77.486143
Ringus,37.2811053,127.0507571
Dommara Nandyala,14.8646618,78.3559299
Kandhla,29.322353,77.2613042
Nandivaram Guduvancheri,12.8465055,80.0644709
Maharajaganj,27.1818111,82.972952
Perecherla,16.3263657,80.3289861
Changlang,27.135992,95.7214628
Kakkalur,13.126604,79.8990819
Rudauli,26.7463087,81.7315866
East Karbi Anglong District,26.0578181,91.9014699
Pondichery,11.9362931,79.7785085
Banagalore,37.2811053,127.0507571
Rs Mangalam,37.2811053,127.0507571
New Barrackpur,22.686998,88.4247034
Sutrapada,20.8438614,70.457125
Pazhanji,10.6897279,76.0469557
Moolakaraipatti,8.546088,77.7598991
Sitamau,24.0153422,75.3452253
Chamba,32.547347,76.1137129
Bhuj Gidc Phase 2,37.2811053,127.0507571
Pathankot District,32.3008706,75.3407524
Chirawa,28.2395384,75.6327794
Babina,25.2465033,78.4432838
Bapatla,15.911265,80.4382775
Chittanda,10.6859989,76.1974408
Virinchipuram,12.9177229,78.9949786
Chhaprauli,29.2090748,77.158334
Karthikappally,9.2588494,76.4423561
Tharangambadi,11.0281249,79.8428982
Attayampatti,11.5329528,78.0356309
Neyyattinkara,8.4007987,77.0666026
Byadgi,14.6772186,75.4660748
Hardoi District,27.3351168,79.7001623
Umarkhed,19.6032143,77.6704214
Kamrup District,26.156466,90.8132146
Duliajan Oil Town,27.3603489,95.3082454
Ambassa,23.92046,91.8322061
Banipur,22.7347098,88.1537952
Shamli,29.448414,77.2898482
Khelari,23.6399796,84.9558475
Loni Kalbhor,18.4815765,73.9923848
Dighwara,25.7477336,85.0050747
Mayurbhanj,21.9192147,85.2908329
Devarakonda,37.2811053,127.0507571
Barharwa,24.8568385,87.7680429
Dungargarh,28.1045511,73.9291186
Noida,28.5166817,77.2580446
Karamsad,22.5413193,72.8861994
Radhapur,37.2811053,127.0507571
Kottaiyur,10.1081973,78.7847936
Satna District,24.5755982,80.3121175
District Kangra,32.1029683,76.2551163
Bokajan,26.0211631,93.7387774
Taldi,37.2811053,127.0507571
Jajapur,20.8389948,86.2968732
Ramanagaram,12.714359,77.2668972
New Chandigarh,37.2811053,127.0507571
Hampi.,15.3331897,76.4545799
Nedumpura,10.7337861,76.2318605
Sahawar,27.7931482,78.8237285
Baruipur,22.3598638,88.4193284
Deoranian,28.6199605,79.4508555
West Siang District,28.1664408,94.6973395
Maslandapur,22.8552271,88.7411749
Parola,37.2811053,127.0507571
Komarapalayam,11.4381315,77.6864075
Khagaria,25.5100898,86.4407897
Sullia,12.5567677,75.371752
Forbesganj,26.3036615,87.2333759
Rupiabathan,26.4142839,91.3398903
Jharsuguda District,21.7993697,83.3531932
Huzurabad,18.2024694,79.3791317
Oachira,9.1272734,76.4890236
Khariar Road,20.8941966,82.4927328
Huzur Nagar,16.8994385,79.8562397
Kannanoor Tiruchirappalli District,10.914179,78.7285269
Indore,22.7239117,75.723764
Koyra,22.3531906,89.2762756
Vijayagopalapuram,11.1639288,78.8533181
Bankapura,14.9235955,75.2414873
Visnagar,23.6987816,72.5249574
Radhapuram,8.2676174,77.6815689
Rajgarh Dhar District,22.6746075,74.9385024
Gopalapuram,13.0500809,80.2488742
Jaynagar,26.5876995,86.1169604
Jharmajri Epip Phase 1,37.2811053,127.0507571
Mayyanad,8.8450922,76.6113051
Chikhal Kasa,37.2811053,127.0507571
Lakhnadon,22.6021651,79.5968914
Annavaram,17.2821753,82.3845204
Forbisganj,26.3036615,87.2333759
Ieeja,16.0162577,77.6497847
Pipar City,26.3914402,73.4979338
Bhalki,18.0478108,77.2033309
Vilathikulam,37.2811053,127.0507571
Dombivli,19.2093305,73.0645624
Asifabad,19.3654852,79.2741142
Mudalgi,16.3371446,74.9212855
Harharia Chak,24.1490148,88.4635452
Polasara,19.6948774,84.7920194
Parasi,37.2811053,127.0507571
Vaijapur,19.9244688,74.6990652
Samba,37.2811053,127.0507571
South Tweenty Four Parganas,37.2811053,127.0507571
Shivamogga,13.9321989,75.4946745
Chandaur,23.803689,86.3175204
Mahesana,23.5898681,72.3479594
Pardi,37.2811053,127.0507571
Jetpur Navagadh,21.7666962,70.6084327
Budhlada,29.9251074,75.536928
Rajkot District,22.0561057,69.6515538
Periapattinam,9.2673516,78.8894533
Dakshin Bastar Dantewada District,18.7881212,81.1803662
Thiruppanandal,11.0904945,79.4482433
Cuddalore,11.7508628,79.7316556
Mukhiguda,19.4404483,82.8310344
Kankinara,37.2811053,127.0507571
Fatehabad,29.5049046,75.4204831
Totu,37.2811053,127.0507571
Kharod,21.7452678,82.570024
Ziro,27.5457675,93.8007517
Nyotini,37.2811053,127.0507571
Dongargarh,21.1869081,80.7252638
Viratnagar,27.4210156,76.1433005
Chhutmalpur,30.0341753,77.742349
Ranipettai,12.9534546,79.2815917
Malpur,23.3605076,73.4577896
Sangole,17.4372729,75.1725553
Ranchi District,23.2562905,84.8238354
Sakhanu,27.9443088,79.2139954
Kolar,13.1297361,78.0910557
Mohol,17.8085234,75.6038719
Chakia,26.4148445,85.0312828
Chandameta Butaria,22.1850163,78.7113953
Vellalur,10.978797,76.9958226
Kamuthi,9.4070125,78.3590612
Kendujhar District,21.592507,85.2144629
Samdhan,27.1361842,79.6936951
Barpeta District,26.4363504,90.6821876
Kangayampalayam,11.0231122,77.1466922
Subalaya,20.8934592,84.1501353
Bihta Patna District,25.5643147,84.8505662
Beed,18.9964669,75.7141243
Batika,37.2811053,127.0507571
Chendamangalam,10.1683857,76.2206847
Ghoti Budruk,19.7181511,73.6204146
Daryapur Banosa,20.9198863,77.3062505
Khandala Satara,18.0540037,74.0092277
Thakurganj,26.4286573,88.1172394
North Barrackpur,22.7894712,88.3261454
Maloud,30.6360607,75.9196814
Mawana,29.1018122,77.9023789
Dighirpar,22.3055889,88.6521147
Kachhauna Patseni,27.1598239,80.3335304
Barahiya,25.2810989,86.003208
Pandalkudi,9.390237,78.0860136
Simrol,22.5395516,75.9070515
Alwar,27.5546242,76.5763355
English Bazar,37.2811053,127.0507571
Gangapur,37.2811053,127.0507571
Nelamangala,13.0973002,77.3681302
Kharghar,19.0646986,73.0245931
Meliaputti,18.7712568,84.1656804
Goredi Chancha,26.8831139,74.3055053
Thirunelveli District,8.7773261,76.9998326
Dhule District,21.1328432,73.9641323
Asaripallam,8.1741099,77.3720526
Panna,24.713804,80.1477253
Kampur Town,26.1732397,92.6526852
Somandepalle,14.0113595,77.5969827
Dhilwan,31.5128836,75.3222225
Barrackpore,22.7527062,88.3341462
Udham Singh Nagar District,29.0437115,78.8365639
Manali,32.2394177,77.1696102
Jajapur Road,20.9476679,86.0878067
Naldanga,24.5087186,88.911321
Amalapuram,16.5738384,81.9775337
Majhihara,37.2811053,127.0507571
Udhampur,32.9158335,75.1337831
Umerkhed,19.6032143,77.6704214
Mettupalayam,11.2972843,76.916313
Mejia,37.2811053,127.0507571
Banka,37.2811053,127.0507571
Mul,37.2811053,127.0507571
Thazhakara,9.2516179,76.5478095
Samathur,10.6102832,77.0056998
Puthukkad,10.416705,76.2425377
Sambhal,28.5850799,78.538813
Bhupalpalle,37.2811053,127.0507571
Jetia,37.2811053,127.0507571
Bhargain,27.6010687,79.1400576
Surala,37.2811053,127.0507571
Karwi,25.2152634,80.9030904
Tendukheda District Damoh,23.3908213,79.5289242
Pusaur,21.7565,83.3730233
Koraput District,18.7225937,82.1888879
Khusrupur,25.4801723,85.3787384
Sattenpalli,16.3965681,80.1320713
Charaideo District,37.2811053,127.0507571
Kachhla,27.9377371,78.8565891
Patna.,25.6079707,85.0029573
Mulagumudu,8.265271,77.2825258
Lakhimpur,27.942657,80.7445598
Hussainabad,37.2811053,127.0507571
Dharapadavedu,12.9690694,79.1320866
Nimbhore Budruk,21.1619091,75.9392353
Rani Sagar Riico,37.2811053,127.0507571
Chengappalli,37.2811053,127.0507571
Doraha,30.7995441,76.0148315
Kumily,9.6031765,77.1466262
Kurasia,37.2811053,127.0507571
Kangra District,32.0710484,75.2165853
Kaimur Bhabua District,37.2811053,127.0507571
Katihar District,25.5421388,87.0793619
Ramannapeta,17.2888765,79.0822667
Fazilka,30.4019181,73.9943919
Budgam,33.8967129,74.3908732
Satrampadu,16.7073643,81.0620333
Naduvattom,10.8807631,75.9865735
Madurai District,9.9244581,77.3966649
Kotma,23.2048255,81.9697288
Un,37.2811053,127.0507571
The Nilgiris,11.4479606,76.063578
Mursan,27.5696397,77.9293252
Masat South Twenty Four Parganas District,22.2574148,88.2357452
Venkatapura,37.2811053,127.0507571
Lido Town,37.2811053,127.0507571
Sara Industrial Estate,37.2811053,127.0507571
Barrackpur,22.7527062,88.3341462
Tiruchirappall,37.2811053,127.0507571
Dhaniakhali,22.965918,88.074113
Jhanjharpur,26.266054,86.2708499
Koothuparamba,11.8312104,75.5579749
Natrampalli,12.5889073,78.4652989
Pirayiri,10.7839633,76.5774247
Balimela,18.2713477,82.1065813
Patan Midc,37.2811053,127.0507571
Ichhawar,23.0271718,77.0145469
Paschim Medini Pur,22.3572007,86.667024
Shahpur Sagar District,23.8942149,79.0460622
Chicalim,15.3941833,73.8236725
Ghatshila,22.5800718,86.436789
Narasaraopet,16.2330324,80.0154002
Saltlake,40.6667311,-112.4687311
Sanswadi,18.6669857,74.0813201
Walajabad,12.7958569,79.8102236
Hingna,21.0725867,78.9508008
Namrup,27.182262,95.309915
Pakaur,24.6370356,87.8073316
Gandai,21.6685954,81.0901738
Thane West,19.2378102,72.9309044
Bhilwara District,25.483858,73.6166703
Thakurdwara,29.1911108,78.8524935
Topchanchi,23.9055983,86.1722627
Vita,37.2811053,127.0507571
North West,37.2811053,127.0507571
Sidco Industrial Estate Gowribidanur,37.2811053,127.0507571
Sahibzada Ajit Singh Nagar District,30.6476695,76.4539905
Sonamukhi,23.3019597,87.3845591
Ramgarh District,23.6927379,85.2657876
Udupi District,13.5194593,74.6150498
Mahuva,21.0873709,71.7421387
Didwana,27.4033751,74.5398699
East Khasi Hills District,25.4214925,91.1953724
Kodala,19.6268655,84.9324044
Athiyannur,8.3776035,77.0469841
Pal Chaurai,22.2020962,78.6301503
Uppala,37.2811053,127.0507571
Darjiling,27.0331906,88.2296555
Rewari,28.1993329,76.5851657
Krishnanagar,23.4016752,88.4633082
Pathan Midc,37.2811053,127.0507571
Fatehgarh,27.3690769,79.6063541
Bihka,37.2811053,127.0507571
Tnpl Pugalur,11.056788,77.9859459
Sankarnagar,8.795008,77.7182273
Pathapatnam,18.7452553,84.0757897
Dhampur,29.3036874,78.493881
Chak Enayetnagar,22.3704549,88.2895776
Sidco Industrial Estate Asnoor,37.2811053,127.0507571
Bamun Sualkuchi,37.2811053,127.0507571
Hijuli,23.6778348,86.8102553
Gundlupet,11.8101848,76.6733478
"Kanchipuram,",12.8298467,79.6768836
Pippara,16.7130058,81.5371519
Kondapalle,17.5605169,82.2174005
Muthuthala,10.8387432,76.1479568
Balusseri,11.4402164,75.7835228
Medinipur,22.4308946,87.2835439
Koath,25.326222,84.2490863
Sakleshpur,12.943396,75.7754945
Narsipatnam,17.668414,82.5947319
Ponmundam,10.963087,75.9307056
Gajwel,17.8459902,78.6638997
Century Cement Baikunth,37.2811053,127.0507571
Rae Bareli District,37.2811053,127.0507571
Motihari I,37.2811053,127.0507571
Olavanna,11.2230676,75.8254942
Pondura,37.2811053,127.0507571
Siddhaur,26.762949,81.3790403
Silvassa,20.2665228,72.9702252
Suriyampalayam,11.3954619,77.6521939
Cumbum,9.7355063,77.2671271
Garhwa District,24.0507797,83.1399367
Banjar,37.2811053,127.0507571
Becharaji,23.5019831,72.0369688
Bhagwant Nagar,26.2246872,80.7481222
Gurdaspur District,31.9031979,74.6876911
Nellikuppam,11.7752764,79.6526556
Kukshi,22.206546,74.7381625
Tiruvarur,10.7674347,79.6004042
Mumbai Suburban,19.1312319,72.7393788
Firozabad District,27.1932965,78.2149891
Bellary,15.1357583,76.8365523
Takalghat,20.9150173,78.9421972
Borawar,27.0247447,74.6511484
Emlikheda Industrial Area,37.2811053,127.0507571
Magrahat,22.2425197,88.3650703
Sohagi,24.9822652,81.684568
Mahwa,37.2811053,127.0507571
Saran District,25.9198931,84.242498
Nabarangapur,19.2302112,82.5364252
Dewa,37.2811053,127.0507571
Umarkote,19.660733,82.1959732
Desamangalam,10.7494839,76.2180249
Perambalur District,11.285389,78.6207899
Pamur,15.095535,79.4017123
Gajsinghpur,29.6588748,73.4316408
Sangat,37.2811053,127.0507571
Moonniyur,11.0739481,75.8595374
Chennai District,13.0390536,80.177373
Kamshet,37.2811053,127.0507571
Thrippunithura,9.9265782,76.3213569
Ashti Wardha District,21.2042813,78.1582505
Rangabhita,25.2081798,88.1792452
District East Karbi Anglong.,26.0578181,91.9014699
Shahpur Betul District,22.1982914,77.8908346
Dhola,37.2811053,127.0507571
Maliya,37.2811053,127.0507571
Longowal,30.1966225,75.6618546
Shirawad Industrial Area,37.2811053,127.0507571
Sangameshwar,17.1876783,73.5436927
Nabinagar,37.2811053,127.0507571
Patadi,23.1919256,71.7787455
Perakam,10.6023513,76.0136653
Mecheda,22.4098083,87.8582546
Kalinga Nagar Industrial Area,37.2811053,127.0507571
New Mumbai,19.0162992,72.893075
Saranga,37.2811053,127.0507571
Bemetra,21.7130974,81.5267944
Sepahijala District,23.5361691,91.0835831
Ettimadai,10.897663,76.8834786
Dhanyakuria,37.2811053,127.0507571
Gangoh,29.7794808,77.2447871
Malappuram,11.0618597,76.0333722
Gaya District,24.6655479,84.285972
Gwalior,26.2141389,78.1208586
Udaipur City,24.60827,73.6370181
Bolpur,23.6715416,87.6529718
Sauli Khad Industrial Area,37.2811053,127.0507571
Niz Katigorah Pt Iii,37.2811053,127.0507571
Meppayyur,11.5379469,75.6891335
Balaghat District,21.8563934,79.1564374
Vaduj,17.5947952,74.4469604
Chikhali,37.2811053,127.0507571
Purba Burdhaman,37.2811053,127.0507571
Bhadarsa,26.6408607,82.1142625
Bori Parbhani District,19.5009316,76.6974205
Motipur,26.2554922,85.1452716
Kottayam District,9.594624,76.4855731
Kurnool(dt),37.2811053,127.0507571
Krishna District,16.428509,79.6600738
Domjur,22.6254437,88.1929859
Kataiya,26.5739278,86.6818907
Sao Jose De Areal,15.2556375,73.9934133
Sirhind,30.6184854,76.3650143
Gurdaspur,32.0426525,75.373396
Dhamua,37.2811053,127.0507571
Achampet,16.3995189,78.6202346
Suthana Barsola,28.3637263,80.9582354
Chanpatia,26.9477222,84.5277357
Chirakkal,11.9133671,75.3425107
Kumarbagh,26.8762566,84.4949482
Berhmpur,19.3082318,84.7382165
Raiganj,25.6117845,88.0998085
Ekambarakuppam,13.3159318,79.5582354
Charibatia,20.5581999,85.9212602
Purba Champaran District,26.6362106,84.3273266
Panchkula,30.7024862,76.7922876
Mandhar Industrial Area,37.2811053,127.0507571
Arsikere,13.313973,76.2369136
Shajapur District,23.4128304,76.0263307
Sonepur,20.8439413,83.8853483
Shimla,31.0782005,77.088981
Thrikkaruva,8.9452021,76.5916908
Sheoganj,25.1395099,73.0417547
Koch Behar,26.3299506,89.3765903
Birpara Tea Garden,26.7013207,89.1008505
Phulbani,20.4730081,84.1999047
Halwara,30.7395593,75.6006783
Thekkumbhagom,37.2811053,127.0507571
Edakalinadu,12.2977196,79.934213
Allipura,13.4882716,77.4396441
Petlad,22.481655,72.7721494
Asangaon,37.2811053,127.0507571
Bhagirathpur,24.088499,88.4913218
Dakshin Jhapardaha,22.6250548,88.2024292
Ballary,15.1357583,76.8365523
Manoharthana,24.236252,76.795721
Desaiganj,20.6079564,79.9373605
Vadodara District,22.314687,72.636649
Balod District,20.7300974,80.6008267
Nagpur,21.1610282,78.9324241
Sankrial,22.546557,88.2006593
Banur,30.5633207,76.6936682
Yadadri District,37.2811053,127.0507571
Kandamkunnu,11.8742031,75.5639172
Nivi,37.2811053,127.0507571
Mariani,37.2811053,127.0507571
Tonk District,26.1194364,75.1521702
Darwha,20.311868,77.7555655
Anekal,12.7211225,77.684234
Thimmapur,17.7592723,79.4556142
Durllabhganj,22.7350838,87.3343158
Madurai,9.9176385,78.0527831
Jmmu,32.7145963,74.719879
Georai,19.2595657,75.7323479
Ara,37.2811053,127.0507571
Nanpara,27.8654715,81.4853115
Kundalwadi,18.8094372,77.7605652
Jind,29.313249,76.2502647
Isri,37.2811053,127.0507571
Haldia,22.061828,87.953632
Indapur Midc,37.2811053,127.0507571
Gurh,37.2811053,127.0507571
Rayachoti,14.0498723,78.7329409
Nanmanda,11.4209121,75.824697
Gothra,37.2811053,127.0507571
Guwahati,26.1429809,91.5627973
Vadakkanandal,11.7747079,78.8123463
Pochampalle,37.2811053,127.0507571
Periya Negamam,10.7433538,77.0989178
Solgohalia,22.3932241,88.4886553
Nalamangla,13.0973002,77.3681302
Lohit District,27.9100792,96.1001562
Nagaur District,27.0542153,73.1063735
Lakhnapur,26.6718248,80.6408803
Bokaro District,23.696911,85.4894762
Mahad Midc,18.0975423,73.458994
Mallar,37.2811053,127.0507571
Makardaha,22.6179261,88.2244983
Gauripur,26.0860395,89.9540801
Urappakkam,12.8646629,80.0546684
Pulpally,11.7915445,76.1441391
Mamidipalle,17.6014393,78.1336903
Tapookra,28.1069598,76.8042688
Deoghar,24.4739933,86.6651875
Thurayur,11.5254833,75.6349136
Pinahat,26.8834925,78.363161
Tovarankurichi,37.2811053,127.0507571
Bandhbahal,21.7537141,83.8623504
Labhpur,37.2811053,127.0507571
Bisanda Buzurg,25.3999489,80.5946004
Dhalavoipuram,9.3938759,77.4861431
Bundi District,25.4373767,75.245529
Chak Kanthalia,22.76128,88.3855126
Rajam,37.2811053,127.0507571
Kharach,21.4439,72.8870557
Swaimadhopur,26.0266806,76.2962698
Bhabhua,25.0409123,83.5882054
Arumbavur,11.3807322,78.7258816
Mulund,37.2811053,127.0507571
Belgum District,37.2811053,127.0507571
Talod,23.3505891,72.9454256
Pichhore Gwalior District,25.964659,78.3654804
Gadchiroli District,19.755334,79.200223
Bansberia,22.9577095,88.3764121
Malhargarh,24.2841318,74.979329
Iffco Census Village,37.2811053,127.0507571
Bhangar Raghunathpuro,37.2811053,127.0507571
Sitapur District,27.5021672,80.2986376
Karikkad,10.6948992,76.0731823
Kadamakkudy,10.0547044,76.2424671
Pillaiarkuppam,37.2811053,127.0507571
Depalpur,30.6737445,73.6187025
Repalle,16.0191679,80.8142279
Bhuragaon,26.4034139,92.2284253
Pettai,37.2811053,127.0507571
Nalco Nagar,20.8546915,85.1370855
Silwani,23.3036191,78.4265502
Kottamkara,8.9308269,76.6579549
Howly,26.4215959,90.976336
Kamayagoundanpatti,9.7380634,77.3097396
Kesrisinghpur,29.9457057,73.6113476
Khammam District,17.6959854,79.4382496
Naubaisa Gaon,26.777884,94.1846154
Anand Nagar,37.2811053,127.0507571
Dhar District,22.5768631,74.5328393
Kirloskarwadi,17.0852761,74.4154
Mellahalli,37.2811053,127.0507571
Sawer,37.2811053,127.0507571
Talala,21.0575196,70.5228843
Umrangso,25.5125045,92.7180003
Raya,37.2811053,127.0507571
Nabagram,37.2811053,127.0507571
Raha,37.2811053,127.0507571
Uppiliapuram,11.2662115,78.5091591
Pothatturpettai,13.2868387,79.4745183
Shahdol District,23.6523425,80.9346211
Metapally,18.8492169,78.608227
Visanagar,23.6987816,72.5249574
Sanganer,26.8105605,75.7392623
Neemuch District,24.6285015,74.5973727
Bhandara,21.1770022,79.6183323
Vanganur,13.2009609,79.4333264
Banera,37.2811053,127.0507571
Oragadam,12.84186,79.9272582
Itwa,27.327469,82.6884604
Brahmakulam,10.5811563,76.060447
Veparala,14.8566354,78.3395308
Achhnera,27.1750072,77.7364804
Rewalsar,31.6328304,76.8289536
Sheopur,25.6701074,76.6791842
Rampurhat,24.1817561,87.7637241
Jamjodhpur,21.907976,70.0092162
Raval,41.3781402,2.164334
Enkakkad,10.6636752,76.2485693
Amraoti,20.9303838,77.7412404
Thadikombu,10.4467919,77.9471826
Baran,37.2811053,127.0507571
Virajpet,12.2043949,75.7872039
Tallada,37.2811053,127.0507571
Aec Complex,37.2811053,127.0507571
Ranikhet,29.6420326,79.4195436
Anklesvar,21.626748,72.9494156
Ojhar Nashik,20.1022689,73.8985794
Lahar,37.2811053,127.0507571
Vadakkekad,10.6614933,76.0029459
Haludpukhur,22.600654,86.1162854
Uklanamandi,29.5163317,75.8601975
Shankargarh,25.1933597,81.6047852
Shyamnagar,22.3382843,89.08792
Kovilpatti,9.1702371,77.8376191
Ramanathapuram,9.367826,78.8082036
Bewar,25.7684689,79.9109004
Kakati,37.2811053,127.0507571
Mandideep,23.0979099,77.5020166
Saluru,18.5204732,83.1887621
Panchpara,22.5632768,88.2633921
Hukeri,16.2332573,74.5877911
Garhshankar,31.2155104,76.1254701
Kadikkad,10.6767415,75.9584768
District Solan,31.0561372,76.6495957
Rewari District,28.2130796,76.3157244
Lonavla,18.7573528,73.3416824
Pimpri Chinchwad,18.6406433,73.6520582
Bada Malhera,24.5692096,79.2697043
Dafahat,24.6198289,87.9862004
Barauni Thremal Power Station Township,37.2811053,127.0507571
Thaikattussery,9.7710349,76.3270036
Manushpur,22.9290891,88.3547355
Sakti,37.2811053,127.0507571
Mehsana,23.5898681,72.3479594
Farrukhabad,27.3812108,79.5570975
Nedumpana,8.9094615,76.6854823
Saurikh,27.0311656,79.4789385
District Araria,26.1316813,87.4104446
Sattenapalle,16.3965681,80.1320713
Athni,16.7261312,75.0435465
Thanniyam,10.4092421,76.1142653
Wbiidc Growth Centre Uluberia,37.2811053,127.0507571
Kallur Thekkummuri,10.2327819,76.2988998
Rajura,19.778212,79.3465232
Muzaffarnagar,29.4751211,77.6738383
Nilambur,11.2806832,76.1987535
Gardhiwala,31.7420365,75.7462635
Chanchol,37.2811053,127.0507571
Hindupur,13.8202595,77.462067
Pathar,37.2811053,127.0507571
Ramdurga,15.9486612,75.2885341
Lakhtar,37.2811053,127.0507571
Chandwad,20.3291306,74.2264212
Mathabhanga,26.3429239,89.2057388
Mundwa,27.0658663,73.8082443
Amanpur,27.709936,78.7306344
Madhepura District,25.7788111,86.5922983
Ulliyeri,11.4461834,75.7224387
Dhubri,26.0257411,89.9584362
Gurgoan,28.4228859,76.8496963
Kooraikundu,9.5652966,77.9347914
Portblair,11.618349,92.6520041
Navi Mumabi,37.2811053,127.0507571
Tambaur Cum Ahmadabad,27.7180139,81.1505954
Ganapuram,37.2811053,127.0507571
Kanchrapara,22.9375315,88.4006565
Devikapuram,12.4976819,79.2442667
Ettayapuram,9.1482132,77.980624
Ambaranth,37.2811053,127.0507571
Kalaiyar Koil,9.8468117,78.6146877
