Location,Latitude,Longitude
Piro,37.2811053,127.0507571
Mysore.,12.3106368,76.5656493
Veeraganur,11.4824005,78.7232638
Jutogh,31.1010191,77.1125638
Harrai,22.6196727,79.2122519
Bid,37.2811053,127.0507571
Parwanoo,30.8423055,76.9443187
Aizwal,23.7443614,92.6415442
Bhawanigarh,30.263614,76.012636
Kurara,37.2811053,127.0507571
South Twenty Four Parganas,22.0843799,88.0349845
Anjira,37.2811053,127.0507571
Gunderdehi,20.9425451,81.2786905
Sivaganga District,9.9644823,78.0028664
Kasba,37.2811053,127.0507571
Dhanwar,24.4093442,85.9655479
North Goaa,37.2811053,127.0507571
Thiruvarur District,10.6480261,79.2420093
Bakloh,32.4715716,75.917716
Belagavi,15.8667018,74.4384
Sonatikiri,22.683415,88.5869175
Thiruporur,12.7291974,80.1805291
Bandia,14.6166661,-17.0508426
Gudibanda,13.6711467,77.6993342
Nallur Tirunelveli District,8.8690225,77.5089526
Pandariya,22.2212566,81.4013098
Dhupguri,26.5844399,88.9821366
Gopamau,27.5284739,80.2731703
Parnera,20.5554482,72.9337653
Ramapuram,13.0289492,80.1627854
Nanjikottai,10.730672,79.1197488
Kheda,22.7502663,72.6764231
Karjat Ahmadnagar District,18.5546741,74.9902448
Bankul,37.2811053,127.0507571
Jaitu,30.4520276,74.8659284
Mowad,37.2811053,127.0507571
Uthagamandalam,11.4118505,76.658402
Nimbahera,24.6246516,74.6650491
Mangalagiri,16.4332524,80.5346306
Mundera Bazar,26.6496197,83.5867767
Guhala,27.6882956,75.6068105
Upleta,21.7481146,70.2483425
Hingoli Midc,37.2811053,127.0507571
Ramanagara,12.714359,77.2668972
West Godavari Eluru,16.7152177,81.0679665
Savanur,14.9763566,75.3252697
Ponnamaravathi,10.2799574,78.5300587
Gobindpur,22.6378498,86.0660976
Panruti,11.7786337,79.5241492
Chandigarh District,30.7350626,76.6934887
Kadavallur,10.7192248,76.0579579
Jakhalmandia,37.2811053,127.0507571
Kulgam District,33.649564,74.5710567
Tiruvannamalai District,12.4290548,78.6361303
Damra Patpara,37.2811053,127.0507571
Pehowa,29.9810859,76.5663599
Kurji Balupar Mahatma Gandhi Path Gali No. 7 Netaji Chauk...,37.2811053,127.0507571
Todabhim,26.9153823,76.80498
Mandamarri,18.983911,79.4369453
Poomangalam,10.3100413,76.1783826
Bharatapur,27.2197363,77.4583548
Balapur Hingoli District,19.5311451,77.4087351
West District,37.2811053,127.0507571
Phirangipuram,16.2899789,80.2541736
Balangir District,20.6147567,82.6264815
Iluppur,10.5165973,78.6042877
Saidpur Ghazipur District,25.5517378,83.1769089
Ambur,12.7821177,78.6854269
Mahuda,23.777024,86.2200702
Zahirabad,17.6753628,77.5784748
Risia Bazar,37.2811053,127.0507571
Sahibazada Ajit Singh Nagar,37.2811053,127.0507571
Durg,21.1923751,81.2476279
Kartarpur,32.0876194,75.0100967
Hanuman Junction,16.644104,80.953608
Pilkhana,23.7343792,90.3679315
Golaghat,26.5143225,93.9308518
Panagudi,8.3138406,77.5347654
Sanpara,26.0475147,91.4683852
Daundi Lohara,20.7901889,81.0489977
Dhandhuka,22.3788905,71.9381992
New Lalsingi,37.2811053,127.0507571
Tadepalligudem,16.8104958,81.5076755
Nedumbassery,10.1677859,76.3550969
District Sikar,27.6569937,74.2709938
Ghugus,19.9324417,79.0952537
Goindwal,31.3592782,75.1207994
Davanagere District,14.3588414,75.405424
Areraj,26.5528081,84.6594444
Secenderabad,17.5370297,78.4312759
Ramgarh Alwar District,27.584866,76.8051624
Nawada,24.8905747,85.4997247
Rayagada Rayagada District,19.1749791,83.3742994
Bemetra District,21.675349,80.980303
Mhaswad,17.6426941,74.7496371
Nashik,19.990908,73.6633947
Madanpur,23.0097193,88.4852924
Sirhind Fatehgarh Sahib,30.6184854,76.3650143
Daman,37.2811053,127.0507571
Mansa District,29.875519,75.1929552
Puthuppally,9.5628331,76.5523051
Sarni,37.2811053,127.0507571
Jawar,37.2811053,127.0507571
Bandipur,27.9059599,84.3320822
Khargone West Nimar District,21.8243654,75.5780143
Vellanikkara,10.5483136,76.2379384
Gudivada,16.4299302,80.9569909
Kanhirode,11.9216593,75.4694115
Mugkalyan,22.4195198,87.9721702
Rahuri,19.3942893,74.6331826
Kulihanda,22.8990599,88.3738496
Baragaon,25.4228639,82.8018754
Prantij,23.4371151,72.845901
Quepem,15.2252582,74.0470829
Bijapur District,16.813821,75.3426067
Nalgonda District,17.0583372,79.2370027
Rudayan,27.7277739,78.0553404
Metpally,37.2811053,127.0507571
Rosera,25.7549354,86.0132899
Panchla,22.5379841,88.1173103
Madhupur,24.6109311,90.0237322
Dhar,22.5967913,75.2750165
Bazpur,29.1604034,79.1284738
Chandur Bazar,21.2367779,77.701448
Kalkurichi,9.5991101,78.0871939
Mankachar,25.5374361,89.8542059
Shahpur,37.2811053,127.0507571
Dharmavarm,14.4168555,77.681668
North East Delhi,28.7241819,77.1881048
Shivaji Nagar,37.2811053,127.0507571
Malkangiri,18.3504807,81.8708595
Khajuraho,24.8299603,79.8768062
Mosaboni,37.2811053,127.0507571
Brahmapur,19.3082318,84.7382165
Fci Township,37.2811053,127.0507571
Paratdih,24.1748418,86.2983822
Savda,37.2811053,127.0507571
Pitala,37.2811053,127.0507571
Trivandram,8.4997267,76.8541261
Jawad,37.2811053,127.0507571
Tikarpada,20.6105714,84.7723959
Phulia,23.2257788,88.4682905
Khatauli Rural,29.2675288,77.7062504
Bay,37.2811053,127.0507571
Velur,37.2811053,127.0507571
Baskhoh,25.9482247,77.5852604
Koil Palayam,37.2811053,127.0507571
Bhadson,30.5037809,76.227908
Pimpri  Chinchwad,18.6406433,73.6520582
Mauda,21.1461112,79.386632
Vembadithalam,37.2811053,127.0507571
Bachhrawan,26.4694392,81.1047434
Alleppey,9.5010297,76.2720653
Eral,37.2811053,127.0507571
Ranchi,23.3431425,85.1812404
Mau,37.2811053,127.0507571
Kaluvoya,37.2811053,127.0507571
Sahjanwa,26.7559518,83.1891199
Pratapgarh District,25.8767485,81.3218447
Mandvi Surat District,21.2544496,73.2940946
Vettavalam,12.1089418,79.2346215
Bid District,37.2811053,127.0507571
Ongallur Ii,10.7929052,76.1965783
Araku Valley,18.3294334,82.8579654
Vikramgad,19.795955,73.092876
Thirumayam,10.2460268,78.7378334
Lodhi Majra Industrial Area,37.2811053,127.0507571
Chikmagalur,13.3131108,75.737429
Muktainagar,21.0452322,76.036248
Saran,37.2811053,127.0507571
Patharia,23.9014927,79.1879511
Hoshiarpur,31.5266265,75.8502527
Rail,37.2811053,127.0507571
Nokha Mandi,27.5493053,73.4769682
Bengaluru2,37.2811053,127.0507571
Chethipuzha,9.4619784,76.5439314
Atmakur,15.8774086,78.568644
Champdani,22.8044192,88.3331397
Jspl Town Angul Township,37.2811053,127.0507571
Adalaj,23.1714583,72.5699831
Baraut,29.0977528,77.2476624
Netarhat,23.4849726,84.2455242
Sanchi,37.2811053,127.0507571
Jaijepur,21.8338489,82.8085469
Shamgarh,24.1896797,75.6134875
Ponnur,16.0692266,80.5311798
Ankola,14.6609759,74.2716652
Kattappana,9.7522563,77.0939599
Ysr District,14.4735922,77.5861859
Jamui District,24.754447,85.6603925
Jalor,25.3298952,72.5900934
Sarigam,20.2905647,72.820404
Kashinagar,18.8540154,83.8673314
K Chettipalayam,11.0759575,77.3582879
Khacharod,23.423707,75.2373084
Vanthali,21.4776592,70.3273872
Deodar,37.2811053,127.0507571
Jais,37.2811053,127.0507571
Samrala,30.8367595,76.1836888
Uttar Dinajpur District,25.8690638,87.6055377
Tonk Khurd,23.0979504,76.2089073
Lalkuan,29.0681358,79.5131197
Kohima,25.6747132,94.0892957
Goasafat,22.2490377,87.7834052
Pulivendula,14.4230746,78.209463
Chevvoor,10.4622814,76.1993753
Shrivardhan,18.0515386,73.0005883
Deodurga,16.1489677,76.5203458
Nagarkurnool,16.4919709,78.2723087
Sivasagar,26.9877482,94.6254815
Sirsaganj,27.0561885,78.6716194
Muvattupuzha,9.9823809,76.5528786
Chakan,18.7621142,73.8570119
Rajampet,14.1936888,79.1391847
Gulbarga,17.338993,76.7698997
Talbandha,22.7063328,88.4231772
Panjim,15.4832361,73.8034995
South East Delhi District,28.5481169,77.2033597
Vikaramgad,19.795955,73.092876
Udipur,24.60827,73.6370181
Nagarjuna Sagar,16.5759672,79.3102135
Dostpur,26.2724676,82.4622416
Saiyadraja,25.2552621,83.334013
Bhubaneshwar.,20.3008702,85.7504127
Kurnool District,15.5228726,76.8373679
Gohana,29.1389711,76.6610307
Ultratech Cement Plant Rawan,37.2811053,127.0507571
Dadra & Nagar Haveli,20.2073394,72.9336744
Kaikaram,16.812141,81.3577186
New Jalpaiguri,37.2811053,127.0507571
Thoothukkudi,8.7766073,78.0759769
Kanhangad,12.3253205,75.0509573
Nababpur,37.2811053,127.0507571
Hayderabad,17.4121531,78.1278513
Kudligi,14.9050232,76.3709122
Makoli,37.2811053,127.0507571
Lalgudi,10.8750103,78.7984298
Kishangarh Ajmer District,26.5948845,74.816379
Phulpur Allahabad District,25.5499526,82.0778274
Badaun,28.0248547,79.093966
Pottore,10.5905271,76.1844243
Kshirpai,22.7054714,87.5995729
Bamhani,22.476863,80.3582423
Bhagalpuro,37.2811053,127.0507571
Shaktigarh,23.2034652,87.9624652
Raigarh(mh),37.2811053,127.0507571
"Thullur ,",16.5246443,80.4586132
Mahabubabad District,37.2811053,127.0507571
Kunnummal,37.2811053,127.0507571
Sabarkantha,23.8671806,72.5129914
Ariyalur District,11.153205,78.9504868
Dakshin Rajyadharpur,22.7534361,88.310588
Jaipur District,27.1412922,75.0397619
Shimoga,13.9321989,75.4946745
Bailhongal,15.8170851,74.8383048
Achanta,16.6018202,81.7900263
Jhajjar District,28.5940872,76.3710295
Rampur,37.2811053,127.0507571
Mangrul Pir,20.312914,77.3216914
Govindgarh,24.3788596,81.280837
Virudhachalam,11.5203113,79.3092322
Coimbatore,11.0116775,76.8271484
Majgaon,26.6469252,92.7812607
Chandausi,28.4555864,78.7603392
Thagarapuvalasa,17.9295742,83.4075593
Ekdil,26.7490489,79.0711654
Sirohi,24.8900318,72.814748
Dalkhola,25.8736028,87.8281787
Hosur,12.7378317,77.7626869
Sonipat District,29.0317918,76.3015704
Ambepur,18.6811148,72.9742553
Nandyala,15.4709238,78.4393699
Tandur,37.2811053,127.0507571
Prasadampadu,16.5189637,80.6803017
Riico Industrial Area Palsana,37.2811053,127.0507571
Eranakulam,9.9708673,76.2382528
Cachar District,24.7447435,92.2753268
North District,22.5124074,114.0831082
Sanivarapupeta,16.7229943,81.0731626
Aravallis District,37.2811053,127.0507571
Akluj,17.8793466,74.9973553
Denduluru,37.2811053,127.0507571
Singrauli District,24.2420136,81.7815421
Thaliparamba,12.0287284,75.3507618
Davorlim,15.2626353,73.9739619
Mangasamudram,37.2811053,127.0507571
Puranpur,28.5127274,80.1398474
Othukkungal,11.0270137,76.0036196
Pattamundai,20.5886411,86.533402
Amethi Sultanpur District,26.1554989,81.7975504
Laksar,29.752464,78.0140447
Dhalai District,23.8247732,91.6803927
Chamrajnagar,11.9224825,76.9242007
Deori,37.2811053,127.0507571
Lucknow,26.848623,80.8024272
Paria,37.2811053,127.0507571
Maldai,37.2811053,127.0507571
Ramgarh Sikar District,27.2524762,75.1588555
Arsodiya,23.2492951,72.5081381
Vadipatti,10.0832058,77.9572195
Palghar District,19.7580229,72.5165703
Itamati,20.140348,85.1433772
Banarhat Tea Garden,26.7970239,89.0257604
Dandi,37.2811053,127.0507571
Runkata,37.2811053,127.0507571
Losal,27.3956954,74.8883888
Palwal District,28.1440065,77.3070428
Kavisurjyanagar,19.5814217,84.7308355
Aizawl District,23.8743123,92.3374425
Krushnanandapur,20.3602147,86.2511614
Nagpur.,21.1610282,78.9324241
Raghunathganj,24.4597813,88.0289835
Panskura,22.3963181,87.7144806
Mailani,28.287952,80.3378784
Ramganj Mandi,24.6508023,75.9253628
Chhatrapati Shahuji Maharaj Ngr District,37.2811053,127.0507571
Kumbhari,17.649272,75.9849559
Sanand,22.9924893,72.3433412
Lavasa,18.4087148,73.4863376
Sahaswan,28.0711597,78.7349902
Bhadra,37.2811053,127.0507571
Belpahar,21.8138686,83.835554
Sedam,17.177878,77.2685836
West Godavari,16.9830808,80.7904114
Thalapilly,37.2811053,127.0507571
Baruipara,22.7621348,88.2341822
Nagpur6,37.2811053,127.0507571
Manjhanpur,25.531789,81.3623588
Nagarkurnool District,37.2811053,127.0507571
Assandh,37.2811053,127.0507571
Jainpur Industrial Area,37.2811053,127.0507571
Palus,37.2811053,127.0507571
Areacode,37.2811053,127.0507571
Therubali,19.3305417,83.428502
Thiruvaiyaru,10.8827487,79.0930124
Padiyam,10.4522662,76.0884892
Jagdishpur,26.7479447,80.5354852
Bugrasi,28.6106713,78.1380272
Malda.,25.0963368,87.8329032
Harirampur,23.7453611,89.9664187
Dwaraka Tirumala,16.9564601,81.2466322
Gagalhedi Must,37.2811053,127.0507571
Bannur,12.3333309,76.857752
Shivunipalle,37.2811053,127.0507571
Navalgund,15.5541903,75.3396488
Raghogarh,24.4719239,77.1047546
Sembedu,12.8036828,79.3814778
Turkapally,17.6539902,78.8235783
Anuppur,23.1149415,81.6777483
Vadakkumkara,10.3034805,76.198757
Gonda,27.1436241,81.918804
Bhabhar,24.0718175,71.5892314
Kollegal,12.1539301,77.1009671
Rayagada,19.1749791,83.3742994
Baral,37.2811053,127.0507571
Hingoli District,19.620603,76.4304652
Anaparthy,16.4701171,76.5806603
Thalassery,11.7652916,75.4654306
Hydarabad,37.2811053,127.0507571
Tira Sujanpur,31.8318465,76.4915371
Kodarma,24.4667756,85.5854583
Alnavar,15.425977,74.7339132
Dasanaickenpatti,11.6043899,78.1300627
Bungal,37.2811053,127.0507571
Prakasam District,15.6335795,78.4848237
Siswa Bazar,27.1485696,83.750436
Vazhayur,11.2213731,75.8604123
Atholi,11.3880367,75.7407629
Deulia,22.6969098,88.6731602
Parbhani,19.2595908,76.7117761
Orgao,37.2811053,127.0507571
Muzaffarpur,26.1203917,85.316174
Anandapur,21.2204156,86.0882658
Mustafabad,37.2811053,127.0507571
Geedam,18.9695718,81.3618104
Lakshmi Cooperative Industrial Estate,37.2811053,127.0507571
Orvad,37.2811053,127.0507571
Poothakkulam,8.8040552,76.6968013
Aliganj,27.4939855,79.1517411
Sakoli,21.0858404,79.9801252
Kinathukadavu,10.8181096,76.9904493
Pallikkal,37.2811053,127.0507571
Jagatsinghapur,20.249026,86.0971044
Sahnewal,30.8427217,75.934464
Ghantapada,20.543809,83.6610653
Madukkarai,10.9147221,76.9164408
Devgad,16.376946,73.3704318
Pipili,20.1043493,85.8180435
Maharajpur,37.2811053,127.0507571
Begamganj,23.597496,78.3197306
Hathras,27.5905833,78.0184859
Rayadurg,14.6985774,76.8267448
Chandi Mandir,37.2811053,127.0507571
Mhow,22.5500917,75.724025
"Pimpri Chinchwad,",18.6406433,73.6520582
Baliguda,20.1987235,83.8946484
Karjat,18.9112981,73.3106793
Samasatipur,25.8608685,85.7400131
Lakhna,26.6492227,79.1398429
Khamgaon,20.7133089,76.5230283
"Edappadi,",11.5839691,77.822728
Koduvayur,10.6704445,76.618829
Nasvadi,22.0454101,73.7217807
Ozar,37.2811053,127.0507571
Ahmadabad District,37.2811053,127.0507571
Koderma,24.4667756,85.5854583
Jashipur,21.9698322,86.0714435
Tasgaon,17.0322309,74.5903652
Dewas,22.960728,76.0075469
Palamau,24.2182044,83.641302
Arani Thiruvallur District,13.3356843,80.0764811
Tiruvannamalai  District,12.4290548,78.6361303
Dargaon,21.4879065,81.3536605
Rurki Kasba,30.3704197,76.4719302
Asind,25.7353475,74.312167
Chickballapur,13.4311128,77.7139459
Shahabad Acc,37.2811053,127.0507571
Perumanallur,11.2121479,77.3433636
Mahasamund,21.1112245,82.0836312
Barunda,22.4557741,87.9200254
Purnia  District,25.7757179,87.4440956
Kaghaznagar,19.3534594,79.466332
Pathardih,23.6728869,86.3960166
Machche,37.2811053,127.0507571
Kanadukathan,10.1675089,78.7721226
Mouda,37.2811053,127.0507571
Peddapuram,17.078745,82.1190473
Chintamani,37.2811053,127.0507571
Samaypur,37.2811053,127.0507571
Kanjikode Industrial Area,37.2811053,127.0507571
Hind Motor,37.2811053,127.0507571
Kanchipuram,12.8298467,79.6768836
Ghansaur,22.3454391,79.7763603
Gautam Buddh Nagar,28.3589814,77.5332524
Timarni,22.3694274,77.2159909
Gokak Falls,16.1924049,74.7681074
Pudur,13.1300679,80.1579468
Sherkot,29.3231853,78.5656357
Avanur,10.5972676,76.1709987
Secundrabaad,17.5370297,78.4312759
Perumagalur,10.1812331,79.1594694
Sivaganga,9.8500128,78.4701256
Tuni,37.2811053,127.0507571
Pernambut,37.2811053,127.0507571
Charingia Gaon,26.9181539,94.4527504
Edlapadu,16.6514048,77.4060052
Athani,16.7261312,75.0435465
Peramangalam,10.5748126,76.1595547
Palpur,25.7957958,77.1353855
Bhanvad,21.9302361,69.7652541
Rohtak District,28.8750203,76.2595597
Sant Ravidas Nagar Bhadohi District,25.3526249,82.1741532
Jalpaiguri District,26.626157,88.4523814
Gangiri,27.849701,78.45191
Bhalej,22.6333372,73.0227692
Porbandar District,21.6017216,69.1998581
Chanukya Cement Factory,37.2811053,127.0507571
Kalka,30.8481642,76.8273472
Narayankhed,18.0357993,77.7626599
Bhum,37.2811053,127.0507571
Narwana,29.5970397,76.1009791
Jamnager,22.4743153,69.9883731
Mumbai Vasi,37.2811053,127.0507571
Perambalur,11.2382819,78.8382977
Amethi Sultanpur,26.1554989,81.7975504
Tiruppur District,10.7882919,76.8901004
Singhana,28.0988331,75.8206193
Tukkuguda,17.2104421,78.4722841
Balachaur,31.0561073,76.2823828
Manvi,37.2811053,127.0507571
Orumanayur,10.5570951,76.020474
Chandigarh,30.7350626,76.6934887
Kamalnagar,14.2826361,74.443213
Arani Tiruvannamalai District,12.6704004,79.2465513
Sullurupeta,13.7011586,80.0076899
North West Delhi,28.7435028,76.9254796
Cheriyamundam,10.9414428,75.9388954
Anjad,22.0424884,75.0470212
Halol,22.5143837,73.4524771
Bangarmau,26.8912109,80.1973811
Chandrapur,19.9660801,79.2055009
Naspur,18.8640559,79.4677374
Kaluvaya,14.5129398,79.4015338
Bakiabad,25.1084895,82.8915458
Vedaranyam,10.375093,79.8308192
Meru,37.2811053,127.0507571
Peralasseri,11.8310521,75.4800594
Alangad,10.1114257,76.2736392
Wai,37.2811053,127.0507571
Rudraprayag,30.285391,78.9709604
Sualkuchi,26.1696692,91.553503
Old Goa,15.4991848,73.8945792
Thasara,37.2811053,127.0507571
Kaimur,24.9068342,83.5272809
Asankhurd,29.4003989,76.8505253
Bagasara,21.4883946,70.9135829
Dimapur,25.8608023,93.6764816
Greater Mohali,37.2811053,127.0507571
Sidlaghatta,13.3941621,77.8579656
Rehli,23.6347661,79.0446027
Bhubaneshwa,37.2811053,127.0507571
Bilha,37.2811053,127.0507571
Vadgaon,18.4716256,73.8110484
Deeg,27.473969,77.3044501
Bongaon,23.0399725,88.7955886
Amarpatan,24.3198512,80.9619534
Bidar District,17.9085255,77.4245067
Korochi,16.7323037,74.4225882
Kantaphod,22.5801763,76.5212554
Kekri,37.2811053,127.0507571
Bairgania,26.7360813,85.2560089
Sasaram,24.9529164,83.9739984
Vellakoil,10.9488209,77.6926595
Raichur,16.2161615,77.3171634
Khalikote,37.2811053,127.0507571
Thrikkodithanam,9.450766,76.5663298
Bayana,26.9152001,77.2719622
Port Blair,11.618349,92.6520041
Parner,19.0012228,74.4312573
Tiruppattur,12.4989416,78.5296959
Chapuri,37.2811053,127.0507571
New Guwahati,37.2811053,127.0507571
Sankarankoil,9.1829014,77.52427
Kalliyoor,8.4339312,77.0044232
Saiha,22.4926128,92.9690978
Wani,37.2811053,127.0507571
Kodad,16.9989422,79.927506
Anugul,20.8364363,85.0705908
Vasantnagar,12.9885363,77.5837232
Silapathar,27.5964857,94.7189112
Peringandoor,10.6284656,76.1848715
Marwar Junction,25.7252379,73.5940646
Amboli,15.9681172,73.9870696
Ballarpur,19.8461178,79.3307842
Pendra,22.7755307,81.9509375
Balarambati,37.2811053,127.0507571
Ahwa,20.757567,73.6720711
Mussoorie,30.4547186,78.0414206
Rajsamand,25.045714,73.8500188
Kothavalasa,17.8937727,83.1844846
Kancheepuram,12.8298467,79.6768836
Mubarakpur,26.0876926,83.2642644
Baleshwar District,21.5247894,86.3651328
Tentulkuli,22.6236848,88.2632102
Varanasi District,25.3717348,82.6495683
Padmanabhapuram,8.2463135,77.3268525
Goregaon Gondiya District,21.3493071,80.204401
Tambaram,12.9219649,80.0779362
Dhing,26.4763995,92.4340718
Raisen,23.3333877,77.7719913
Chik Ballapur,13.4311128,77.7139459
Attilli,16.6854433,81.5895278
Maholi,27.6540337,80.466485
Pondicherry,11.9362931,79.7785085
Achhalda,26.711232,79.4047145
Perumanna,11.2433834,75.8659478
Valayam,37.2811053,127.0507571
Jog Falls,37.2811053,127.0507571
Gangakhed,18.9680922,76.7275703
Industrial Area Kaladera,37.2811053,127.0507571
West Godavari District,16.9830808,80.7904114
Udham Singh Nagar,29.0437115,78.8365639
Ballia District,25.8725587,83.5970497
Pali District,25.6005491,72.4674213
Dongar Parasia,22.1902841,78.7453864
Khidirpur,22.5402481,88.3106204
Hardoi,27.3868172,80.1040093
Bahsuma,29.1989989,77.9619461
Diu,20.7141776,70.9608084
Lehragaga,29.9428206,75.7896681
Howraghat,26.1097432,93.0292547
Oel Dhakwa,27.8399788,80.7274561
Ujjain District,23.2924143,75.1343054
Hubballi,15.3645877,75.0391075
Pathri,37.2811053,127.0507571
Rabale Navi Mumbai,19.1440412,72.9911514
Dineshpur,29.0465127,79.3142584
Kadakola,12.1945275,76.6570508
Choutuppal,17.2532275,78.8780442
Khalor,22.4562548,87.9631753
Dadhel,27.3628755,74.3581854
Kalameshwar Midc,37.2811053,127.0507571
Kaman,37.2811053,127.0507571
Ramanathapuram District,9.5200423,78.2380456
Baloda Bazar District,21.5719827,81.7631979
Rangareddy District,17.2738332,76.9839376
Jeypure,18.8589914,82.4810574
Dakshin Chatra,37.2811053,127.0507571
Anantpur,14.6649497,77.5241659
Bellaguntha,19.8832972,84.6281147
Mandarbani,23.698964,87.2942254
Vellalore,10.978797,76.9958226
Secndrbad,37.2811053,127.0507571
Bareilly,28.3760609,79.3518995
Chatrapur,19.3539019,84.9533694
Pushkar,26.4866459,74.5113479
Honad Industrial Area,37.2811053,127.0507571
Jhumri Telaiya,24.4345933,85.4964954
Jhansi,25.4411012,78.492248
Saharsa,25.8798958,86.5284036
Sundargarh District,22.0583205,83.3318238
Holalkere,14.0396325,76.1582255
Dilshuknagar,17.3691251,78.5089547
Ayacode,37.2811053,127.0507571
Chikhala,21.569129,79.6965204
Sanderao,25.3035262,73.1557916
Saja,37.2811053,127.0507571
Kalaburagi,17.338993,76.7698997
Kriparampur,22.3542047,88.2610853
Perambakkam,13.0422713,79.8064471
Kirnapur,21.6246779,80.3238987
Polur,12.5138012,79.1081392
Mohadi Midc,37.2811053,127.0507571
Khatima,28.9204225,79.9342483
Azmgarh,26.056835,83.1195258
Basavana Bagevadi,16.5713556,75.9573911
Kotkapura,30.5823422,74.7809908
Memari,23.1781889,88.086233
Mukundapuram,10.211073,76.2429069
Elavally,10.5671235,76.073681
Torpa,37.2811053,127.0507571
Kadayanallur,9.0975508,77.2981219
Orai,37.2811053,127.0507571
Mangaloreangalore,37.2811053,127.0507571
Hazipur,37.2811053,127.0507571
Duliajan No 1,27.3557528,95.2941651
Uttar Bastar Kanker District,37.2811053,127.0507571
Durgapur Mc,37.2811053,127.0507571
Krishnarajpet,12.6565431,76.4789199
Majhauliraj,26.2974256,83.9532708
Birapratappur,19.8973209,85.8121705
Ludhiana,30.9002697,75.7165881
Bandardewa Iid,37.2811053,127.0507571
Nuapada,20.8077015,82.5249839
Madaram Adilabad District,19.1664915,79.4017017
Visavadar,21.3411407,70.742036
Rajur Ahmadnagar District,19.5239095,73.8638519
Urakam,10.4264493,76.2057546
Madanapalle,13.5566421,78.4724578
Tinsukia,27.4951341,95.3203218
Chak Enayet Nagar,37.2811053,127.0507571
Kurud,20.8317783,81.7067922
Reengus,27.3726416,75.5398248
Nagaon District,26.1601568,92.3263504
Kurnool,15.8118414,78.0047825
Chitegaon Industrial Area,37.2811053,127.0507571
Jallandhar,31.3223787,75.5033791
New Raipur,21.1594104,81.7124098
Mummidivaram,16.640398,82.0866107
Faridpur District Bareilly,28.2114298,79.5299863
Lala,37.2811053,127.0507571
Anklshwar,21.626748,72.9494156
Jasidih,24.5218302,86.6299557
Agomani,26.199093,89.7823977
Kilvelur,10.6565925,79.6155057
Kanwali,28.3100668,76.4020585
Kilvaithinankuppam,12.9578594,78.9660379
Chikkajajur,37.2811053,127.0507571
Parur,10.1425277,76.2122815
District Purba Champran,37.2811053,127.0507571
New Mahe,11.7316788,75.5077779
Ram Nagar Industrial Area,25.2442891,83.0324745
Kerur,16.0109593,75.5398464
Vindhya Nagar Ntpc Township,37.2811053,127.0507571
Nichlaul,27.304727,83.710842
Mednapore,22.4308946,87.2835439
Thanjavur District,10.6595132,78.6374488
Gangnapur,23.1309941,88.6232904
Kodiyal,14.5193198,75.7801951
"Vijayawada,",16.5101531,80.5744208
Nai Bazar,25.3196082,83.3290779
Gobordanga,22.8811217,88.7300875
Sundarapandianpattinam,37.2811053,127.0507571
Hirekerur,14.4552722,75.3768457
Fatehpur Sikri,27.0944327,77.6560319
Sankarankovil,9.1829014,77.52427
Peruvallur,11.1086489,75.8972285
Hoskote Industrial Area,37.2811053,127.0507571
Natepute,17.9006884,74.7435843
Akola,20.7020799,76.9554839
Kotpad,19.1401396,82.3039053
Kalamassery,10.0544821,76.2986069
Andul,22.5857262,88.1988629
Bahjoi,28.3901905,78.6017702
Jaysingpur,16.7669132,74.5236636
Lalitpur District,27.5526356,85.1905823
Hugli District,22.9074521,87.44574
Nalbari District,26.3909949,91.1068968
Guna District,24.4973706,76.7007224
Mayyil,11.9933997,75.4383516
Thammampatti,11.4439164,78.4758139
Shoghi,31.0417549,77.1050653
Mylavaram,16.7599596,80.6170319
Suratgarh,29.3162381,73.8560194
Nerparsopant,20.4848315,77.8549574
Karanpur,29.8433211,73.4382531
Yerraguntla,14.6453119,78.5197376
Madaharpakkam,13.4447841,79.9976886
Viluppuram District,11.976072,78.7558774
Nalahati,23.588864,88.1608002
Kovurpalle,14.5017201,79.9701106
Sindkhed Raja,19.9541386,76.1058898
Natham,10.2244355,78.2243836
Imamguda,17.1913274,78.4695159
Hungund,16.0570721,76.0501742
Khujner,23.7871894,76.6065501
Sewai,37.2811053,127.0507571
Keeranur Pudukkottai District,10.5713633,78.7623165
Barapali,21.190654,83.5820204
Lalitpur,27.6575391,85.2883959
Faridkot,30.6754798,74.6781514
Dharwad,15.4630841,74.9626462
Arjunpur,37.2811053,127.0507571
Tondi Fatehpur,25.469649,79.0920204
Seraikela,22.6999114,85.9202768
Naharkatiya,27.2740722,95.1225802
Bara Jumla,24.440095,88.1687626
Kuttippuram,10.847215,76.0260344
Palwancha,37.2811053,127.0507571
Porbandar,21.6354459,69.5602453
Nagri,37.2811053,127.0507571
Amlapuram,16.5738384,81.9775337
Nuvem,37.2811053,127.0507571
Urmar Tanda,31.6748203,75.6146476
Barda,37.2811053,127.0507571
Bijpur,24.022799,82.7799403
Kaliaganj,25.6305517,88.2916039
Haldwani.,29.2135273,79.5094048
Mirik,26.8860552,88.1664417
Gakulpur,23.549814,91.4822504
Badhra,28.5100776,75.9308822
New Alipurduar,37.2811053,127.0507571
Khat Sara,37.2811053,127.0507571
Chhota Udaipur District,22.2238502,73.3238489
Gurgaon,28.4228859,76.8496963
